"","X","sale_id","pinx","sale_date","sale_price","sale_nbr","sale_warning","join_status","join_year","latitude","longitude","area","city","zoning","subdivision","present_use","land_val","imp_val","year_built","year_reno","sqft_lot","sqft","sqft_1","sqft_fbsmt","grade","fbsmt_grade","condition","stories","beds","bath_full","bath_3qtr","bath_half","garb_sqft","gara_sqft","wfnt","golf","greenbelt","noise_traffic","view_rainier","view_olympics","view_cascades","view_territorial","view_skyline","view_sound","view_lakewash","view_lakesamm","view_otherwater","view_other","submarket"
"84",5467,"2022..21071","..0976000125",2022-06-27,3550000,4," 15 ","demo",1999,47.643807784623,-122.362610788393,12,"SEATTLE","SF 5000","BOTHWELLS REPLAT OF SPRING BROOK",2,120000,95000,1919,0,6350,1090,710,0,7,0,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"D"
"85",5468,"2022..21115","..0034001050",2022-07-08,1870000,2,"   ","demo",1999,47.5292857992305,-122.392360454274,17,"SEATTLE","SF 5000","ADAMS 1ST ADD TO FAUNTLEROY PARK",2,64000,61000,1912,0,4000,750,750,0,6,0,3,1,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"F"
"86",5469,"2022..21365","..7618700070",2022-06-29,1650000,2,"   ","demo",1999,47.7687077982468,-122.371035852557,1,"SHORELINE","R6","SEA BREEZE TRS",2,144000,164000,1939,0,15000,2590,2010,0,8,0,3,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"A"
"87",5470,"2022..22004","..7846700265",2022-07-14,820000,3,"   ","demo",1999,47.496891258248,-121.786684115254,75,"NORTH BEND","BC","SNOQUALMIE ADD",6,68000,112000,1929,1960,7000,1270,1270,0,5,0,4,1,3,1,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"88",5471,"2022..22250","..1925059052",2022-07-21,15300000,2,"   ","demo",1999,47.6444936105866,-122.221651068571,33,"YARROW POINT","R15",NA,2,1420000,6000,1924,0,21710,2020,1270,0,7,0,3,1.5,5,2,0,0,0,0,6,0,0,0,0,0,0,2,0,0,2,0,0,0,"S"
"89",5472,"2022..22306","..0322059315",2022-07-11,905000,1,"   ","demo",1999,47.426052056659,-122.158643096311,29,"KING COUNTY","R6P",NA,2,80000,195000,1981,0,38115,2520,1370,0,9,0,3,2,3,1,0,1,0,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K"
"90",5473,"2022..22521","..5423500390",2022-07-10,470000,4,"   ","demo",1999,47.2886536413576,-122.358096374784,54,"FEDERAL WAY","RS7.2","MEADOWS OF PANTHER LAKE THE DIV NO. 01",2,35000,75000,1983,0,6480,1060,1060,0,6,0,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I"
"91",5474,"2022..22593","..2523089003",2022-07-19,1600000,2,"   ","demo",1999,47.4509560830159,-121.722087512117,80,"KING COUNTY","RA5",NA,2,190000,171000,1993,0,466092,2280,1130,0,8,0,3,2,2,1,1,0,0,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"92",5475,"2022..22612","..2872101700",2022-07-22,1495000,1,"   ","demo",1999,47.6807260025187,-122.395938911962,19,"SEATTLE","SF 5000","GREAT NORTHERN ADD TO BALLARD",2,147000,127000,1910,1965,5000,1960,980,0,7,0,3,2,3,2,0,0,0,540,0,0,0,0,3,0,3,3,0,0,0,0,0,0,"B"
"93",5476,"2022..22818","..1930301245",2022-07-25,1085000,4,"   ","demo",1999,47.6549618992636,-122.355192985993,42,"SEATTLE","SF 5000","DAYS B F 1ST ADD",2,92000,84000,1916,0,4200,850,850,0,7,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"94",5477,"2022..23186","..0809000920",2022-07-26,1500000,1," 15 ","demo",1999,47.6344380751515,-122.353563963289,12,"SEATTLE","SF 5000","BIGELOWS ADD",2,118000,184000,1900,0,6000,1430,750,0,7,0,4,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D"
"95",5478,"2022..23524","..8103000050",2022-07-26,772000,5,"   ","demo",1999,47.5011380168474,-122.366184961981,49,"KING COUNTY","R6","SUNNY VIEW PARK ADD",2,55000,173000,1940,1992,8400,2700,1170,0,7,0,3,2,4,2,0,0,0,630,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"G"
"96",5479,"2022..23570","..0722069072",2022-07-28,995000,1,"   ","demo",1999,47.414507289031,-122.094944460962,60,"KING COUNTY","RA5P",NA,2,67000,87000,1958,0,49658,1470,1470,0,7,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K"
"97",5480,"2022..23645","..1726069261",2022-08-04,1750000,5,"   ","demo",1999,47.7353027732098,-122.060531388004,71,"KING COUNTY","RA5P",NA,2,94000,196000,1987,0,39850,3220,3220,0,8,0,3,1,3,1,2,0,0,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O"
"98",5481,"2022..23682","..7942600171",2022-08-03,875000,5,"   ","demo",1999,47.6077128408768,-122.308022032469,15,"SEATTLE","SF 5000","SQUIRE PARK ADD",2,36000,106000,1907,0,6400,1520,1140,380,7,6,4,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D"
"99",5482,"2022..24002","..1535200725",2022-08-04,790000,3,"   ","demo",1999,47.4212473891173,-122.438138927639,100,"KING COUNTY","RA2.5P","CHAUTAUQUA BEACH ADD",2,46000,132000,1916,0,6695,990,990,0,6,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"H"
"100",5483,"2022..24015","..7465900245",2022-08-02,949000,2,"   ","demo",1999,47.5724478327267,-122.380658097726,48,"SEATTLE","SF 5000","RUNNERS ADD",2,65000,92000,1913,0,5000,890,890,0,6,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"101",5484,"2022..24139","..0789000275",2022-07-26,775000,3,"   ","demo",1999,47.6953566006405,-122.350888973988,5,"SEATTLE","SF 5000","BEVERLY HEIGHTS ADD",2,72000,109000,1920,0,7228,1360,760,0,7,0,4,1.5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"102",5485,"2022..24559","..0921059050",2022-08-10,850000,1,"   ","demo",1999,47.3253540676753,-122.180686500496,62,"KING COUNTY","R12P",NA,2,58000,114000,1987,0,50965,1860,1860,0,7,0,3,1,3,1,1,0,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"L"
"103",5486,"2022..24570","..4302200465",2022-08-04,1250000,1,"   ","demo",1999,47.5261585354828,-122.355455477883,77,"SEATTLE","SF 5000","LIBERTY DIV 01 ADD",2,36000,60000,1922,0,5120,730,730,0,5,0,5,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"F"
"104",5487,"2022..24697","..2325079007",2022-07-28,1300000,3,"   ","demo",1999,47.6403064371449,-121.881813550094,70,"KING COUNTY","RA10",NA,2,83000,133000,1950,0,191664,750,750,0,2,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"105",5488,"2022..24782","..3022059042",2022-08-10,863500,1,"   ","demo",1999,47.3612162794147,-122.213155562123,61,"KING COUNTY","R1P",NA,2,38100,62000,1949,0,317552,830,830,0,6,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"L"
"106",5489,"2022..24795","..5347200190",2022-08-11,717500,5,"   ","demo",1999,47.5180685837756,-122.37643960314,77,"SEATTLE","L-2 RC","MC KENZIE ADD",2,37000,98000,1945,0,5760,1400,780,480,7,7,3,1.5,4,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"F"
"107",5490,"2022..25419","..7255200215",2022-08-02,1175000,1,"   ","demo",1999,47.4745322676702,-122.268648515127,51,"TUKWILA","LDR","RICHARD 1ST ADD TO STERLING",2,36000,21815,1915,0,9759,1980,870,500,6,4,5,1.5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"K"
"108",5491,"2022..25616","..9206000125",2022-08-23,975000,2,"   ","demo",1999,47.6911442538551,-122.324731526939,7,"SEATTLE","SF 5000","WEAVERS 2ND ADD TO GREEN LAKE",2,96000,63000,1918,0,6350,960,960,0,7,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C"
"109",5492,"2022..25645","..2072600025",2022-08-12,950000,3,"   ","demo",1999,47.7162820767953,-122.335175282414,6,"SEATTLE","SF 7200","DONWOOD ADD",2,71000,100000,1952,0,7200,1340,1340,0,7,0,4,1,3,1,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"110",5493,"2022..25691","..7228501895",2022-08-15,1400000,3,"   ","demo",1999,47.6154617786799,-122.305431929311,15,"SEATTLE","SF 5000","RENTON HILL ADD",2,29000,129000,1904,0,3096,1040,1040,0,7,0,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D"
"111",5494,"2022..25864","..3578401680",2022-08-25,1370000,5,"   ","demo",1999,47.6212745281107,-122.038976150395,35,"KING COUNTY","R4P","INGLEWOOD GLEN",2,88000,125000,1982,0,11600,1480,1020,460,8,7,3,1,3,2,0,1,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O"
"112",5495,"2022..26031","..9331800030",2022-08-24,1400000,2,"   ","demo",1999,47.5531551948854,-122.291234892054,79,"SEATTLE","SF 5000","WETMORES ADD",2,37700,21800,1918,0,6700,730,730,0,6,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E"
"113",5496,"2022..26641","..1023059161",2022-08-29,810000,3,"   ","demo",1999,47.4898101259135,-122.151475953037,32,"KING COUNTY","R4",NA,2,60000,116000,1958,0,14250,2350,2350,0,7,0,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K"
"114",5497,"2022..26797","..7547300490",2022-08-19,760000,2,"   ","demo",1999,47.5679331988463,-122.356251021591,18,"SEATTLE","SF 5000","SANDER'S 1ST ADD TO W S",2,22000,66000,1909,0,4200,1160,1160,0,5,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"115",5498,"2022..27359","..7177300525",2022-08-18,2840000,2,"   ","demo",1999,47.6835418447682,-122.302177480044,44,"SEATTLE","SF 5000","RAVENNA VALLEY ADD",2,63900,81400,1950,0,6180,1260,960,0,7,0,3,1.5,4,1,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C"
"116",5499,"2022..27499","..4292300005",2022-09-02,830000,6,"   ","demo",1999,47.7352089361849,-122.331371665682,2,"SHORELINE","R6","LEWIS BROTHERS ADD",2,52500,61800,1949,0,8100,1200,1200,0,7,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A"
"117",5500,"2022..27613","..0464001185",2022-08-30,1800000,2,"   ","demo",1999,47.6943651354928,-122.394006726022,39,"SEATTLE","SF 7200","BALLARD PARK 2ND ADD",2,100000,97000,1940,0,7650,1140,1140,0,7,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"118",5501,"2022..28288","..4292300005",2022-09-06,967000,7,"   ","demo",1999,47.7352089361849,-122.331371665682,2,"SHORELINE","R6","LEWIS BROTHERS ADD",2,52500,61800,1949,0,8100,1200,1200,0,7,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A"
"119",5502,"2022..28486","..2579500130",2022-09-20,8150000,4,"   ","demo",1999,47.5351461501044,-122.213724513124,34,"MERCER ISLAND","R-8.4","FLOODS LAKE SIDE TRACTS",2,645000,1000,1958,0,18716,670,670,0,5,0,2,1,2,1,0,0,0,0,6,0,0,0,3,0,0,3,0,0,3,0,0,0,"S"
"120",5503,"2022..28725","..3423600045",2022-09-19,1475000,3,"   ","demo",1999,47.6750005599847,-122.299901746336,45,"SEATTLE","SF 5000","HOLROYDS 1ST ADD",2,88000,143000,1926,0,3220,1360,960,0,7,0,3,1.5,4,1,0,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C"
"121",5504,"2022..28810","..1785500061",2022-09-22,1800000,3,"   ","demo",1999,47.720418833908,-122.353798786806,5,"SEATTLE","SF 7200","COUNTRY CLUB ANNEX ADD",2,56700,43900,1940,0,7650,750,750,0,6,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"122",5505,"2022..28856","..4331000065",2022-09-09,1625000,3,"   ","demo",1999,47.4768171770721,-122.341353297086,23,"BURIEN","R-6","LINDE & HILL PARK NO. 02",2,45000,81000,1948,0,14392,980,980,0,6,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G"
"123",5506,"2022..29580","..2552000030",2022-09-27,1236000,2,"   ","demo",1999,47.5870033359114,-122.145132629266,67,"BELLEVUE","R-5","FIR TERRACE ADD",2,104000,71000,1962,0,12240,920,920,0,7,0,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"R"
"124",5507,"2022..30564","..1115100176",2022-09-27,1100000,3,"   ","demo",1999,47.7573548773888,-122.325968900234,3,"SHORELINE","R6","BRINKER-HENDRICKSON HOME TR",2,75000,128000,1954,0,17171,2270,1620,650,7,7,3,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A"
"125",5508,"2022..30608","..1024069114",2022-10-07,138300,3,"   ","demo",1999,47.5858216002955,-122.01634595857,69,"KING COUNTY","R4P",NA,2,120000,159000,1977,0,43560,2930,1390,0,8,0,5,2,4,2,1,1,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O"
"126",5509,"2022..30790","..6300500230",2022-10-05,1089000,4,"   ","demo",1999,47.7035922691158,-122.34236307209,6,"SEATTLE","SF 5000","OAK LAKE VILLA TRACTS DIV NO. 02",2,67000,99000,1940,0,5303,1290,960,0,7,0,3,1.5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"127",5510,"2022..30861","..7977200835",2022-10-17,1975000,3,"   ","demo",1999,47.6864591892082,-122.293019006503,45,"SEATTLE","SF 5000","STATE PARK ADD TO SEATTLE",2,99000,319000,1944,0,8000,1430,1160,270,7,6,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C"
"128",5511,"2022..31136","..5701700080",2022-10-13,2400000,2,"   ","demo",1999,47.7176527951578,-122.105393493578,72,"KING COUNTY","R6P","MOUNT CLARE ESTATES",2,133000,223000,1980,0,73180,2890,1670,0,8,0,3,2,3,1,1,1,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P"
"129",5512,"2022..31197","..1370802730",2022-10-14,2940500,5,"   ","demo",1999,47.6383948773896,-122.401804795609,11,"SEATTLE","SF 5000","CARLETON PARK",2,177000,141000,1939,0,5000,1760,1120,280,8,4,3,1.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D"
"130",5513,"2022..31475","..2225300152",2022-10-20,800000,2,"   ","demo",1999,47.7640604767482,-122.330051563641,2,"SHORELINE","R6","ECHO LAKE GARDEN TRS 5TH DIV",2,65000,126000,1964,0,10125,2010,2010,0,8,0,3,1,4,2,0,0,0,530,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"A"
"131",5514,"2022..31668","..9376301270",2022-10-24,885000,1,"   ","demo",1999,47.6876192800619,-122.370073555624,82,"SEATTLE","SF 5000","WHITMAN THE ADD TO BALLARD",2,82000,112000,1904,0,5000,1200,860,0,7,0,3,1.5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"132",5515,"2022..32305","..2423069154",2022-10-27,887500,4,"   ","demo",1999,47.4697287452083,-121.993096471396,66,"KING COUNTY","RA5",NA,2,52700,84400,1980,0,99316,1440,1440,0,6,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K"
"133",5516,"2022..32653","..8132700250",2022-10-31,1100000,4,"   ","demo",1999,47.6874406394564,-122.395352542654,19,"SEATTLE","SF 5000","SUNSET HOMES ADD",2,95000,45000,1927,0,5000,960,480,480,5,5,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"134",5517,"2022..32925","..9287801510",2022-11-02,790000,2,"   ","demo",1999,47.6758313281197,-122.36019707094,42,"SEATTLE","L-2 RC","WEST WOODLAND PARK ADD",6,47000,119000,1916,0,2450,1480,930,0,8,0,4,1.5,4,1,0,0,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"B"
"135",5518,"2022..33120","..0883000055",2022-11-17,425000,4," 15 56 ","demo",1999,47.5468683926578,-122.276160713765,81,"SEATTLE","L-3","BOEHMS J H 1ST ADD",2,38000,105000,1927,0,8324,2030,1230,0,7,0,3,1.5,4,1,0,1,240,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"E"
"136",5519,"2022..33233","..4232900140",2022-11-03,1450000,2,"   ","demo",1999,47.6351961482576,-122.365402872376,12,"SEATTLE","SF 5000","LAWS 2ND ADD",2,118000,120000,1903,0,6000,1330,900,0,7,0,3,1.5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"D"
"137",5520,"2022..33269","..5634500150",2022-11-14,360000,5,"   ","demo",1999,47.7494936935615,-122.239061712718,37,"KENMORE","R6P","MOORLANDS THE",2,71000,78000,1951,0,10714,1060,1060,0,6,0,4,1,2,1,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q"
"138",5521,"2022..33381","..1980200204",2022-11-15,948000,5,"   ","demo",1999,47.7330036122535,-122.358058996079,5,"SEATTLE","SF 7200","DENNYS A W ADMIRALTY HEIGHTS ADD",2,88000,121000,1949,0,6323,1720,1180,0,7,0,3,1.5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"139",5522,"2022..33474","..1469400012",2022-11-09,550000,4," 26 ","demo",1999,47.4421762391865,-122.073833896074,66,"KING COUNTY","RA5","CEDAR RIVER SUBURBAN TRS",2,52000,39000,1952,0,51400,580,580,0,5,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K"
"140",5523,"2022..33519","..2771604725",2022-11-15,3150000,2,"   ","demo",1999,47.6361197514994,-122.392688953119,11,"SEATTLE","SF 5000","GILMANS ADD BLKS 149 THRU 205 TR A-E VZ",2,161000,73000,1939,0,5328,1440,1210,230,7,4,3,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"D"
"141",5524,"2022..33942","..2895600520",2022-11-23,700000,2,"   ","demo",1999,47.511925801932,-122.386850112039,17,"SEATTLE","SF 5000","GREENACRES ADD",2,66000,118000,1920,0,7980,1210,900,0,7,0,3,1.5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"142",5525,"2022..33974","..2201501010",2022-11-21,1500000,3,"   ","demo",1999,47.5727435186772,-122.133141752284,31,"KING COUNTY","R6","EASTGATE ADD DIV B",2,77000,90000,1954,0,10000,1290,1290,0,7,0,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"R"
"143",5526,"2022..34348","..1788700365",2022-12-05,200000,3,"   ","demo",1999,47.3280395689602,-122.345514602405,53,"FEDERAL WAY","RS7.2","COUNTRY LANE DIV NO. 03",2,39000,76000,1959,0,9225,1240,800,440,7,6,3,1,3,1,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I"
"144",5527,"2022..34406","..3751602335",2022-11-23,706185,2,"   ","demo",1999,47.2857432298512,-122.265436300757,55,"KING COUNTY","R4","JOVITA HEIGHTS ADD",2,38000,158000,1974,0,21671,2440,1650,0,6,0,4,2,5,2,0,1,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I"
"145",5528,"2022..34515","..7518507380",2022-11-23,1975000,4,"   ","demo",1999,47.6771389355521,-122.386101500786,19,"SEATTLE","SF 5000","SALMON BAY PARK ADD",2,95000,78000,1909,0,5100,1250,970,0,6,0,3,1.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"146",5529,"2022..34566","..7857000720",2022-12-06,632500,4,"   ","demo",1999,47.5506620552985,-122.2996728544,79,"SEATTLE","SF 5000","SOMERVILLE ADD",2,57000,88000,1921,0,8618,1540,960,0,7,0,3,1.5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E"
"147",5530,"2022..34635","..2254502095",2022-12-07,974999,3,"   ","demo",1999,47.6100019945689,-122.309842934323,15,"SEATTLE","L-1","EDES & KNIGHTS ADD SUPPL",2,34000,149000,1905,0,4840,1740,1440,0,7,0,4,1.5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D"
"148",5531,"2022..34770","..2623089068",2022-12-10,1135000,2,"   ","demo",1999,47.4477640503789,-121.753115986247,80,"KING COUNTY","RA5",NA,2,162000,90000,1985,0,214315,1610,1250,0,6,0,3,1.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"149",5532,"2022..34788","..2254502095",2022-12-07,935000,4,"   ","demo",1999,47.6100019945689,-122.309842934323,15,"SEATTLE","L-1","EDES & KNIGHTS ADD SUPPL",2,34000,149000,1905,0,4840,1740,1440,0,7,0,4,1.5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D"
"150",5533,"2022..34818","..1453602023",2022-11-29,500000,2,"   ","demo",1999,47.7256015408227,-122.290007456938,8,"SEATTLE","SF 7200","CEDAR PARK ADD",2,81000,85000,1931,0,6170,1600,1210,390,6,5,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C"
"151",5534,"2022..34998","..6139100097",2022-12-12,799000,3,"   ","demo",1999,47.7598693746542,-122.328869536004,2,"SHORELINE","R6","NORTH END GARDEN TRS",2,65000,71000,1932,0,10437,790,670,0,6,0,4,1.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A"
"152",5535,"2022..35044","..3023039156",2022-12-14,827000,1,"   ","demo",1999,47.456034918696,-122.469722774583,100,"KING COUNTY","RA5P",NA,2,84000,90000,1952,0,211266,1580,1580,0,6,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H"
"153",5536,"2022..35113","..3735900140",2022-12-12,815000,3,"   ","demo",1999,47.6900779622649,-122.317965121508,7,"SEATTLE","SF 5000","JOHNSONS GREEN LAKE ADD",2,86000,158000,1924,0,7200,1840,1060,0,7,0,4,1.5,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"C"
"154",5537,"2022..35133","..7340600249",2022-12-14,802500,2,"   ","demo",1999,47.4979808428112,-122.283951189904,24,"TUKWILA","CHECK WITH JURIS.","RIVERSIDE INTERURBAN TRS",2,35000,45000,1945,0,11500,950,950,0,6,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J"
"155",5538,"2022..35141","..2872102330",2022-12-09,2550000,4,"   ","demo",1999,47.6800337608225,-122.393636888251,19,"SEATTLE","SF 5000","GREAT NORTHERN ADD TO BALLARD",2,95000,54000,1939,0,5000,1060,760,300,5,6,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"156",5539,"2022..35319","..3325049053",2022-12-12,1500000,3,"   ","demo",1999,47.6176176060353,-122.306437910533,15,"SEATTLE","L-3",NA,2,93000,78000,1905,0,3930,1400,800,0,7,0,4,1.5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D"
"157",5540,"2022..35382","..2652501690",2022-12-15,1640000,3,"   ","demo",1999,47.6403773051824,-122.35730163175,12,"SEATTLE","SF 5000","FRONT STREET CABLE ADD",2,93000,110000,1905,0,3600,1130,910,0,7,0,4,1.5,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"D"
"158",5541,"2022..35485","..6170900019",2022-12-02,629000,3,"   ","demo",1999,47.7019820280309,-122.356333489502,5,"SEATTLE","SF 5000","NORTHERN HEIGHTS ADD",2,75000,87000,1949,0,4915,1200,850,0,7,0,3,1.5,3,1,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B"
"159",5542,"2022..35581","..9269270150",2022-12-15,2800000,3,"   ","demo",1999,47.7549738301967,-122.226857523593,38,"KING COUNTY","R4P","WEST HILL MERE",2,130000,166000,1953,0,71438,3040,2140,900,8,7,4,1,5,1,1,1,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q"
"160",15596,"2022..24","..2491201140",2022-01-03,975000,2,"   ","rebuilt - before",1999,47.5179141790452,-122.378577114122,17,"SEATTLE","SF 5000","FAUNTLEROY SCENIC ADD",2,68000,42000,1921,0,6300,670,670,0,5,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F"
"161",15598,"2022..93","..9274203975",2022-01-05,1350000,3,"   ","rebuilt - before",1999,47.5877350182481,-122.382928438525,16,"SEATTLE","SF 5000","WEST SEATTLE L&I CO 2ND PLAT OF B 23-61",2,417000,64000,1910,0,10125,2650,1330,400,7,4,4,2.5,4,2,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,"F"
"162",15600,"2022..173","..2202500105",2022-01-03,3150000,2,"   ","rebuilt - before",1999,47.5734512685792,-122.135578485755,31,"KING COUNTY","R6","EASTGATE ADD DIV C",2,77000,113000,1954,0,9280,2240,1390,850,7,3,4,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"R"
"163",15601,"2022..250","..9544200145",2022-01-03,4300000,2,"   ","rebuilt - before",1999,47.6516730283158,-122.192964602518,74,"KIRKLAND","RS8.5","WOODS ADD TO KIRKLAND",2,138000,106000,1972,0,10273,2720,1730,990,8,8,3,1,3,1,2,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q"
"164",15602,"2022..282","..1421039053",2022-01-07,610000,2,"   ","rebuilt - before",1999,47.3011897723258,-122.388505416294,52,"FEDERAL WAY","RS15.0",NA,2,46000,74000,1960,0,27040,960,960,0,6,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I"
"165",15603,"2022..292","..0486000020",2022-01-05,889750,3,"   ","rebuilt - before",1999,47.6767172128492,-122.398690584321,39,"SEATTLE","SF 5000","BALLARDS FOUR-ACRE HOME TRACTS",2,89000,112000,1910,0,4669,1100,1100,0,7,0,5,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"B"
"166",15604,"2022..309","..6402700130",2022-01-07,2635000,2,"   ","rebuilt - before",1999,47.6952851236747,-122.176601796839,74,"KIRKLAND","RSX7.2","ORCHARD PARK ADD",2,83000,117000,1963,0,6750,2290,1290,1000,7,7,4,1,6,1,0,1,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q"
